,댓글인덱스,추가일시,전체인덱스,채널명,채널인덱스,댓글내용,좋아요
36838,36839,13 15:18:44,19846,공돌이 용달,1474,어느 고기를 가장 좋아하나요,0
36839,36840,13 15:18:44,19847,공돌이 용달,1475,무슨고기가 제일 맛있어요,1
36842,36843,13 15:18:45,19850,공돌이 용달,1478,아기는 어떠케 생겨요,0
36843,36844,13 15:18:46,19851,공돌이 용달,1479,사람입니까,0
36844,36845,13 15:18:46,19852,공돌이 용달,1480,우리집 리모컨 어디있나요,1
36847,36848,13 15:18:46,19853,공돌이 용달,1481,주로 생각많고 꿀꿀할땐 뭘하시나요,0
36849,36850,13 15:18:47,19854,공돌이 용달,1482,그래서 용달이 공돌이에요,0
36850,36851,13 15:18:47,19854,공돌이 용달,1482,공달이 용돌이에요,0
36851,36852,13 15:18:47,19855,공돌이 용달,1483,가장 제일 좋아하시는 소고기 부위가 궁금해요,0
36852,36853,13 15:18:47,19856,공돌이 용달,1484,몇살이에요,0
36854,36855,13 15:18:48,19858,공돌이 용달,1486,이름이 용달인가요,0
36855,36856,13 15:18:48,19859,공돌이 용달,1487,몇살이에요,0
36856,36857,13 15:18:48,19860,공돌이 용달,1488,라면은 스프를 먼저 넣어야지 좋나요,1
36857,36858,13 15:18:48,19860,공돌이 용달,1488,면을 먼저 넣어야지 좋나요,1
36858,36859,13 15:18:49,19861,공돌이 용달,1489,여친 있으세요,0
36859,36860,13 15:18:49,19862,공돌이 용달,1490,코딱지 먹나요,0
36862,36863,13 15:18:50,19865,공돌이 용달,1493,왜 이름이 공돌이 용달이고 그 뜻이 무엇인가요,0
36864,36865,13 15:18:50,19867,공돌이 용달,1495,고기를 좋아하게된이유는,0
36865,36866,13 15:18:51,19868,공돌이 용달,1496,왜 공돌이 용달인가여,0
36867,36868,13 15:18:52,19870,공돌이 용달,1498,님 왜 이렇게 잘생겨 보이십니까,0
36869,36870,13 15:18:52,19872,공돌이 용달,1500,QnA 여신거 후회중인가요,0
36870,36871,13 15:18:52,19873,공돌이 용달,1501,방금 고기를 먹은 소감이 어떠신가요,0
36871,36872,13 15:18:53,19874,공돌이 용달,1502,오늘팬티무슨색진짜궁굼긱블인원몇명,0
36872,36873,13 15:18:53,19875,공돌이 용달,1503,비문학 물리 화학 지문에 대해 어떻게 생각하십니까,0
36873,36874,13 15:18:53,19876,공돌이 용달,1504,별명이 뭐에요,0
36875,36876,13 15:18:54,19878,공돌이 용달,1506,지금 심정은,0
36876,36877,13 15:18:54,19879,공돌이 용달,1507,왜 이사진에서 인중이 입술을 덮어 입술이 사라진건가요,0
36877,36878,13 15:18:54,19880,공돌이 용달,1508,긱블을어떻게 생각합니까,1
36878,36879,13 15:18:55,19881,공돌이 용달,1509,어쩌다가 공대를 선택하게 되셨나요,0
36879,36880,13 15:18:55,19882,공돌이 용달,1510,몇살이예요,0
36880,36881,13 15:18:55,19883,공돌이 용달,1511,왜 이름이 공돌이 용달인가요,0
36881,36882,13 15:18:55,19883,공돌이 용달,1511,특별한이유라도 있나요,0
36882,36883,13 15:18:56,19884,공돌이 용달,1512,유튜브말고 다른일하나요,0
36885,36886,13 15:18:57,19887,공돌이 용달,1515,턱살이 왜 4겹이신가요,1
36886,36887,13 15:18:57,19888,공돌이 용달,1516,가장 좋아하는 고기는 뭔가요,0
36887,36888,13 15:18:57,19889,공돌이 용달,1517,왜 이름이 공돌이 용달 이에요,0
36891,36892,13 15:18:59,19893,공돌이 용달,1521,쿠키님과는 어떤 관계 이신가요,0
36892,36893,13 15:18:59,19894,공돌이 용달,1522,왜 사람 이에요,0
36894,36895,13 15:19:00,19896,공돌이 용달,1524,중고등학교  여자한테 인기 많았나요,0
36897,36898,13 15:19:01,19899,공돌이 용달,1527,하려고 했다가 못 한 컨텐츠 있어요,1
36898,36899,13 15:19:01,19900,공돌이 용달,1528,탈모있어여,0
36899,36900,13 15:19:01,19901,공돌이 용달,1529,긱블에 소속 크리에이터로 다시 활동하실 생각은 없나요,0
36900,36901,13 15:19:02,19902,공돌이 용달,1530,QnA 여신거 후회하조,0
36903,36904,13 15:19:03,19905,공돌이 용달,1533,게임좋아하시나요,0
36904,36905,13 15:19:03,19905,공돌이 용달,1533,좋아한다면 어떤 겜 좋아하나요,0
36905,36906,13 15:19:03,19906,공돌이 용달,1534,다시 긱블과 제계약할것인가요,0
36906,36907,13 15:19:03,19907,공돌이 용달,1535,방귀낄때 뿡소리가나요,0
36907,36908,13 15:19:03,19907,공돌이 용달,1535,뽕소리가나요,0
36910,36911,13 15:19:04,19909,공돌이 용달,1537,무슨학과이시고 수학 잘하시나요,0
36913,36914,13 15:19:05,19912,공돌이 용달,1540,몇센치에요,0
36914,36915,13 15:19:05,19913,공돌이 용달,1541,공돌이 용달 이랑 용돌이 공달이랑 머가 맞는건가요,1
36915,36916,13 15:19:05,19914,공돌이 용달,1542,용달님의 고기수치는,0
36916,36917,13 15:19:06,19915,공돌이 용달,1543, 닭고기 돼지고기 소고기중 제일 좋아하시는 고기는,0
36917,36918,13 15:19:06,19915,공돌이 용달,1543, 학창시절에 과학에 대한 호기심때문에 직접 논문같은 정보를 찾아보시거나 실험을 해보신 적이 있나요,0
36918,36919,13 15:19:06,19916,공돌이 용달,1544,곰돌이 용달님은 어떻게 잘생겼나요,0
36919,36920,13 15:19:06,19917,공돌이 용달,1545,오늘의 팬티 색깔은 뭐야,1
36920,36921,13 15:19:07,19918,공돌이 용달,1546,철수와 영희가 결혼을 하여 애를 낳았을때 엄마 닮았나요,0
36921,36922,13 15:19:07,19918,공돌이 용달,1546,아빠 닮았나요,0
36922,36923,13 15:19:07,19919,공돌이 용달,1547,공돌이 용달 말고 공놀이 용달 해주시면 안돼나요,0
36924,36925,13 15:19:08,19921,공돌이 용달,1549,못 먹어본 종류의 고기가 있나요,0
36925,36926,13 15:19:08,19922,공돌이 용달,1550,어디 전공이신가요,0
36926,36927,13 15:19:08,19923,공돌이 용달,1551,사진 배경이 어딘가요,1
36927,36928,13 15:19:09,19924,공돌이 용달,1552,어떤 일로 유튜브 을 시작 했나요,0
36928,36929,13 15:19:09,19925,공돌이 용달,1553,왜 태어났나요,0
36929,36930,13 15:19:09,19926,공돌이 용달,1554,용달님은 여친 있으십니까,0
36931,36932,13 15:19:10,19928,공돌이 용달,1556,사진속에 2턱은 뭔가요,0
36933,36934,13 15:19:11,19930,공돌이 용달,1558,용달님은 왜 잘생기셨나요,0
36938,36939,13 15:19:12,19935,공돌이 용달,1563,우주가 있는 이유는 뭔가요,0
36940,36941,13 15:19:13,19937,공돌이 용달,1565,용달님 용이 달에가려면 어떻게해야해요,0
36941,36942,13 15:19:13,19938,공돌이 용달,1566,이채널 고기먹방채널로 전환하실 의향 있나요,0
36944,36945,13 15:19:14,19940,공돌이 용달,1568,다음번 고기는 어떻게 익혀먹을건가요,0
36947,36948,13 15:19:15,19943,공돌이 용달,1571,안녕하세요,0
36948,36949,13 15:19:15,19944,공돌이 용달,1572,안녕하세요,0
36949,36950,13 15:19:16,19945,공돌이 용달,1573,지금까지 먹은 소고기값은,1
36950,36951,13 15:19:16,19946,공돌이 용달,1574,저희집리모컨어디있나요,0
36954,36955,13 15:19:17,19948,공돌이 용달,1576,용달님 스파이더맨 파프롬 홈을 보다 생각난건데 웹슈터가 실제로 가능한가요,0
36956,36957,13 15:19:17,19948,공돌이 용달,1576,었재든궁금해요,0
36957,36958,13 15:19:18,19949,공돌이 용달,1577,긱블 회사 다시 가나요,0
36959,36960,13 15:19:18,19951,공돌이 용달,1579,용달님 키가 몇이에요,0
36960,36961,13 15:19:18,19951,공돌이 용달,1579,본명이 뭐에요,0
36961,36962,13 15:19:18,19951,공돌이 용달,1579,몇살 이세요,0
36963,36964,13 15:19:19,19953,공돌이 용달,1581,왜 m자탈모에요,0
36964,36965,13 15:19:19,19954,공돌이 용달,1582,제가 지금 집 비밀번호를 까먹어서 그러는데 용달님 집 비밀번호좀 알려주세요,0
36965,36966,13 15:19:20,19955,공돌이 용달,1583,태권도하실수있나요,0
36966,36967,13 15:19:20,19956,공돌이 용달,1584,왜 용달일까,0
36967,36968,13 15:19:20,19957,공돌이 용달,1585,삶은달걀은 몇분대를 선호하시나요,0
36974,36975,13 15:19:22,19960,공돌이 용달,1588,왤케 잘생김,0
36975,36976,13 15:19:22,19961,공돌이 용달,1589,왜 저는 잘생겼나요,0
36976,36977,13 15:19:23,19962,공돌이 용달,1590,제가 잃어버린 무선이어폰 한짝 어디갔나요,0
36977,36978,13 15:19:23,19963,공돌이 용달,1591,종교가머에요,0
36979,36980,13 15:19:24,19965,공돌이 용달,1593,포스텍 무슨 전형으로 감,0
36980,36981,13 15:19:24,19966,공돌이 용달,1594,공골님이 죽을때 어떻게 죽나요,0
36981,36982,13 15:19:24,19967,공돌이 용달,1595,용달님의 턱살은 몇겹인가요,0
36982,36983,13 15:19:25,19968,공돌이 용달,1596,고기 관련 이단 종교에 종사하시나요,0
36983,36984,13 15:19:25,19969,공돌이 용달,1597,아이는 어떻게 생기나요,0
36985,36986,13 15:19:25,19971,공돌이 용달,1599,용달님이 제일 좋아하는 고기 부위,0
36986,36987,13 15:19:26,19972,공돌이 용달,1600,Q 언제부터 고기 먹방 유튜버가 되실 생각을 하셨나요,0
36987,36988,13 15:19:26,19973,공돌이 용달,1601,콧구멍에 동전 얼마까지 들어가나요,0
36988,36989,13 15:19:26,19974,공돌이 용달,1602,오징어 맞지,0
36989,36990,13 15:19:27,19975,공돌이 용달,1603,긱블과 다시 일할생각 있으신가요,0
36990,36991,13 15:19:27,19976,공돌이 용달,1604,용달님의 머리카락 한가락의 수명은 몇일입니까,0
36991,36992,13 15:19:27,19977,공돌이 용달,1605,사진이 왜 머리를 잡고있죠,0
36992,36993,13 15:19:28,19978,공돌이 용달,1606,저희 집 리모컨 어디에있죠,0
36993,36994,13 15:19:28,19979,공돌이 용달,1607,QnA 하신거 후회 하시나요,0
36994,36995,13 15:19:29,19980,공돌이 용달,1608,많이 늙으신것 같은데 1년 2개월 사이에 무슨일이 있으셨죠,0
36995,36996,13 15:19:29,19981,공돌이 용달,1609,콧구멍에 얼마짜리 동전까지 들어가세요,1
36996,36997,13 15:19:29,19982,공돌이 용달,1610,종교가 뭐에요,0
36997,36998,13 15:19:29,19983,공돌이 용달,1611,턱에 목살이 2개보입니다만,0
36998,36999,13 15:19:30,19984,공돌이 용달,1612,이 게시물에 있는 사진 어디서 찍은거죠,0
36999,37000,13 15:19:30,19985,공돌이 용달,1613,아기 는 어덯개 태어나요,1
37000,37001,13 15:19:30,19986,공돌이 용달,1614,사람인가요,0
37001,37002,13 15:19:30,19986,공돌이 용달,1614,인간인가요,0
37002,37003,13 15:19:31,19987,공돌이 용달,1615,용달이 고기를 좋아하는건 과연 컨셉일까,0
37004,37005,13 15:19:31,19989,공돌이 용달,1617,메력적인 Second Middle 턱의 구성요소는 중성자의 섹사쿼크나 야한 쿼크를 포함하나요,0
37005,37006,13 15:19:32,19990,공돌이 용달,1618,하핫 디랙의 방정식은 하하 원소주기율표 127번은 87번은 4번은 뉴턴의 운동 제 123법칙이 무엇인지 말하시오 ,0
37006,37007,13 15:19:32,19990,공돌이 용달,1618,8N은 무엇인가 퀘이사란 용달은 잘생겼다,0
37010,37011,13 15:19:32,19991,공돌이 용달,1619,어떻게 사람 이름이 엄준식인지알려주세요,0
37011,37012,13 15:19:32,19992,공돌이 용달,1620,실버버튼은 어떻게 돼었나요,0
37014,37015,13 15:19:34,19995,공돌이 용달,1623,왼발잡이 오른발잡이,0
37015,37016,13 15:19:34,19996,공돌이 용달,1624,QnA여신거 후회 합니까,0
37016,37017,13 15:19:34,19997,공돌이 용달,1625,QA연거후회하세요,0
37017,37018,13 15:19:35,19998,공돌이 용달,1626,오늘 아침 먹은 음식은,0
37019,37020,13 15:19:35,20000,공돌이 용달,1628,저희집 리모컨은 어디있나요,0
37020,37021,13 15:19:36,20001,공돌이 용달,1629,어느 부위 고기를좋아하나여,0
37021,37022,13 15:19:36,20002,공돌이 용달,1630,형의 머리카락 갯수는 정확히,0
37022,37023,13 15:19:36,20003,공돌이 용달,1631,무서운거 볼때 팬티 몇장 입어요,0
37024,37025,13 15:19:37,20005,공돌이 용달,1633,질문은 필요없고 언제 먹방 찍으시죠,0
37025,37026,13 15:19:37,20006,공돌이 용달,1634,공돌이 용달님은 포항공대를 학종으로 갔나요,0
37026,37027,13 15:19:37,20006,공돌이 용달,1634,아니면 교과로 갔나요,0
37027,37028,13 15:19:38,20007,공돌이 용달,1635,채널 이름이 왜 용달이 공돌인가요,1
37031,37032,13 15:19:39,20008,공돌이 용달,1636,구독자애칭은,0
37032,37033,13 15:19:39,20008,공돌이 용달,1636,유튜브 시작하기전 용달님이 알던 주변유튜버는,0
37033,37034,13 15:19:39,20008,공돌이 용달,1636,레킹볼 알람시계 다시 도전할 생각 있으시나요,0
37035,37036,13 15:19:39,20008,공돌이 용달,1636,다이어트 도전,0
37037,37038,13 15:19:40,20010,공돌이 용달,1638,지금까지 먹은 밥알의 갯수는 몇개이신가요,0
37038,37039,13 15:19:40,20011,공돌이 용달,1639,유튜버가 본업이신가요,0
37040,37041,13 15:19:41,20012,공돌이 용달,1640,모든유투버들이ga를열면무조건이상한댓글만나옵니다만약그러면하트를주세여,0
37041,37042,13 15:19:41,20013,공돌이 용달,1641,턱살 최대 몇개 나오죠,0
37043,37044,13 15:19:41,20014,공돌이 용달,1642,차누님이랑 싸우면 누가 이깁니까,0
37044,37045,13 15:19:41,20015,공돌이 용달,1643,사람들이 가장땀이많이날떼는언제에요,0
37045,37046,13 15:19:42,20016,공돌이 용달,1644,Sake L 의 본명이 무었인가요,0
37046,37047,13 15:19:42,20017,공돌이 용달,1645,식사할 때 밥 먼저 먹나요,0
37047,37048,13 15:19:42,20017,공돌이 용달,1645,반찬 먼저 먹나요,0
37049,37050,13 15:19:43,20018,공돌이 용달,1646,동생은 시속 2km의 속도로 걷고 형은 시속 3km의 속도로 뛰고 있을때 조혜련은 태보 다이어트 1탄이 발매된 2003년 6월 1일부터 현재인 2020년 5월 8일까지 하루에 25분씩 태보를 했다고 한다면 지금까지 총 몇시간동안 태보를 했는가,0
37050,37051,13 15:19:43,20019,공돌이 용달,1647,이거랑 이거중에 뭐가 더커여,0
37051,37052,13 15:19:43,20020,공돌이 용달,1648,긱블 차누 님 과자주 만나나요,0
37056,37057,13 15:19:44,20021,공돌이 용달,1649,여기서 영희의 신발 브랜드는 무엇인가,0
37057,37058,13 15:19:45,20022,공돌이 용달,1650,공돌이님 공돌 고옹돌,0
37058,37059,13 15:19:45,20023,공돌이 용달,1651,아기는어떡해 생기나요,0
37059,37060,13 15:19:45,20024,공돌이 용달,1652,똥을쌋다 그이유는,0
37060,37061,13 15:19:46,20025,공돌이 용달,1653,똥은 어디로 싸나요,0
37062,37063,13 15:19:46,20027,공돌이 용달,1655,이 댓글 용달님이 쓰신거 같은데 혹시 용달님이 쓰신 댓글인가요,0
37063,37064,13 15:19:47,20028,공돌이 용달,1656,리모콘배터리어디있어요,0
37065,37066,13 15:19:47,20030,공돌이 용달,1658,돈이 가장 많이들었던 실험은,0
37067,37068,13 15:19:48,20032,공돌이 용달,1660,용달님은 심해의 대왕오징어에게서 태어났나요,0
37069,37070,13 15:19:49,20034,공돌이 용달,1662,살면서 천국 갈뻔한적은,0
37070,37071,13 15:19:49,20035,공돌이 용달,1663,몇살 때 고기 처음먹어봤어요,1
37071,37072,13 15:19:50,20036,공돌이 용달,1664,엘리베이터 버튼에 붙여있는 향균필름에 Cu라고 붙어있는데 제가 과학시간에 배웠을 때에 구리 이온은 푸른색을 띤다고 배웠거등여 근데 왜 엘베 향균필름은 푸른색이 아니죠,0
37072,37073,13 15:19:50,20037,공돌이 용달,1665,왜 채널이름이 공돌이 용달인가요,0
37075,37076,13 15:19:51,20040,공돌이 용달,1668,용달님의 긱블시절 최애 작품이 뭔지 궁금해요,0
37077,37078,13 15:19:52,20042,공돌이 용달,1670,이름이 왜 공돌이 용달이에요,0
37078,37079,13 15:19:52,20042,공돌이 용달,1670,그리고 사나고님 만나 보셨나요,0
37080,37081,13 15:19:52,20043,공돌이 용달,1671,오른쪽으로 해요,0
37081,37082,13 15:19:52,20043,공돌이 용달,1671,왼쪽으로 해요,0
37082,37083,13 15:19:52,20044,공돌이 용달,1672,수능을 다시 볼 의향이 있으신가요,0
37086,37087,13 15:19:53,20046,공돌이 용달,1674,음역대가 몇 hz 까지 올라가나요,0
37087,37088,13 15:19:53,20047,공돌이 용달,1675,용달님이 태어났을땨부터 지금까지 소비한 칼로리의 양은 얼마인가요,0
37088,37089,13 15:19:54,20048,공돌이 용달,1676,곰돌이 용달님은 여친 있나여,0
37089,37090,13 15:19:54,20049,공돌이 용달,1677,언제까지 먹을꺼야,0
37090,37091,13 15:19:54,20050,공돌이 용달,1678,탈모인가요,0
37092,37093,13 15:19:55,20051,공돌이 용달,1679,생일 언제에요,0
37093,37094,13 15:19:55,20052,공돌이 용달,1680,하루에 몇 번 고기생각 하시죠,1
37095,37096,13 15:19:56,20054,공돌이 용달,1682,테세우스 배 안나오나,0
37097,37098,13 15:19:57,20056,공돌이 용달,1684,고깃집 가면 몇인분 드시나요,0
